8.546862139917695833e-01,8.546862139917694723e-01,5.273782280102587983e-01
7.868775720164609133e-01,7.868775720164609133e-01,4.432589746966266731e-01
8.522273662551439477e-01,8.522273662551440587e-01,5.419663656198580037e-01
7.930915637860083134e-01,7.930915637860083134e-01,3.950685796458561216e-01
8.489763374485597147e-01,8.489763374485597147e-01,4.685685333283588494e-01
8.409104938271605434e-01,8.409104938271605434e-01,4.572978239093560271e-01
8.421450617283950946e-01,8.421450617283950946e-01,4.590036430544182089e-01
8.577109053497943281e-01,8.577109053497942170e-01,4.974124381989626364e-01
8.661059670781892095e-01,8.661059670781893205e-01,5.105781903660979726e-01
8.550668724279836264e-01,8.550668724279835153e-01,4.772938101932089339e-01
8.408281893004114771e-01,8.408281893004114771e-01,4.571843376800039382e-01
8.419804526748970730e-01,8.419804526748970730e-01,4.587758157081560650e-01
8.491409465020576253e-01,8.491409465020576253e-01,4.688017907975428056e-01
8.353960905349793187e-01,8.353960905349794297e-01,4.497564725848925971e-01
8.435493827160494007e-01,8.435493827160494007e-01,4.686014076850704702e-01
8.667541152263374959e-01,8.667541152263374959e-01,4.946517987760262747e-01
8.459465020576131256e-01,8.459465020576131256e-01,4.878246110033357952e-01
8.349845679012346533e-01,8.349845679012346533e-01,4.491985653793749145e-01
6.896707818930041256e-01,6.896707818930041256e-01,3.180833155070266760e-01
7.861265432098765160e-01,7.861265432098765160e-01,4.280630293059066727e-01
8.142078189300411273e-01,8.142078189300411273e-01,4.888031160870556779e-01
8.023919753086421469e-01,8.023919753086419249e-01,4.067163551117377041e-01
8.589351851851851904e-01,8.589351851851851904e-01,4.829435029516748745e-01
8.772067901234568144e-01,8.772067901234568144e-01,5.110081065552563029e-01
8.856018518518518068e-01,8.856018518518518068e-01,5.248502376484149856e-01
8.888991769547324173e-01,8.888991769547325283e-01,5.400323309043710829e-01
8.970730452674897659e-01,8.970730452674897659e-01,6.155228111614474695e-01
8.906224279835391888e-01,8.906224279835390778e-01,5.334860621631605238e-01
8.851903292181070304e-01,8.851903292181070304e-01,5.241549737072926929e-01
8.944907407407407529e-01,8.944907407407407529e-01,5.403481257682699601e-01
8.925977366255144485e-01,8.925977366255144485e-01,5.369661928870423928e-01
8.988528806584362707e-01,8.988528806584361597e-01,5.483275975779563494e-01
8.893930041152263710e-01,8.893930041152262600e-01,5.409214477584439740e-01
8.973713991769547427e-01,8.973713991769547427e-01,5.455873099994874575e-01
8.777109053497942348e-01,8.777109053497942348e-01,5.298615895056605352e-01
9.063425925925926441e-01,9.063425925925925331e-01,5.627074793602298008e-01
6.983899176954733168e-01,6.983899176954732058e-01,3.216765285552637410e-01
7.866203703703703587e-01,7.866203703703703587e-01,4.286990868195265092e-01
8.191358024691357542e-01,8.191358024691357542e-01,4.802349229755537574e-01
8.163888888888888307e-01,8.163888888888888307e-01,4.317527457999131846e-01
8.657716049382715440e-01,8.657716049382715440e-01,5.014945554833558639e-01
8.965586419753086567e-01,8.965586419753086567e-01,5.648202387316694217e-01
9.188580246913581329e-01,9.188580246913580218e-01,6.017852966686022542e-01
8.934619341563785344e-01,8.934619341563785344e-01,6.359506660946739887e-01
8.882098765432099308e-01,8.882098765432098197e-01,6.735326941307765436e-01
9.076697530864197283e-01,9.076697530864197283e-01,5.884152819667922696e-01
9.320267489711934195e-01,9.320267489711934195e-01,6.364866971575815491e-01
