9.202572016460905946e-01,9.202572016460905946e-01,6.051825957667185119e-01
9.002777777777778434e-01,9.002777777777777324e-01,6.097303247110621438e-01
8.953343621399176833e-01,8.953343621399176833e-01,5.851036793284487558e-01
9.051183127572016707e-01,9.051183127572016707e-01,5.827498417566530087e-01
9.084053497942385924e-01,9.084053497942385924e-01,5.781152723720808240e-01
9.103806584362139631e-01,9.103806584362139631e-01,5.823785570346847740e-01
9.107150205761316286e-01,9.107150205761316286e-01,5.953975968341299607e-01
6.992952674897119358e-01,6.992952674897119358e-01,3.227383898166228393e-01
7.986213991769548493e-01,7.986213991769546272e-01,4.229697411693629228e-01
8.311522633744855559e-01,8.311522633744856670e-01,4.981048710302739546e-01
8.211625514403291248e-01,8.211625514403291248e-01,4.380317694632076542e-01
8.927726337448559368e-01,8.927726337448560479e-01,5.573519400558482051e-01
8.787345679012346089e-01,8.787345679012346089e-01,6.102181764852130375e-01
9.031738683127572553e-01,9.031738683127572553e-01,6.676547905353250600e-01
8.863220164609052487e-01,8.863220164609053597e-01,6.879799989020424222e-01
7.948868312757201293e-01,7.948868312757202403e-01,6.993678488962737916e-01
8.848353909465019873e-01,8.848353909465020983e-01,6.612200191176351716e-01
8.823662551440331070e-01,8.823662551440328849e-01,6.527523016805465428e-01
8.832716049382717260e-01,8.832716049382716150e-01,6.558075878934733760e-01
8.885339506172839075e-01,8.885339506172840185e-01,6.550397474324128888e-01
8.839300411522633683e-01,8.839300411522633683e-01,6.580651946145730236e-01
8.548199588477366495e-01,8.548199588477365385e-01,6.520925228646941019e-01
8.775154320987653689e-01,8.775154320987654799e-01,6.548823579325973032e-01
8.882047325102880864e-01,8.882047325102880864e-01,6.539339408738502613e-01
8.934722222222221122e-01,8.934722222222222232e-01,6.725613891601638361e-01
7.071913580246913522e-01,7.071913580246913522e-01,3.253799538005572867e-01
8.028960905349793453e-01,8.028960905349794563e-01,4.213968149311205225e-01
8.202983539094651499e-01,8.202983539094650389e-01,4.979600936163743330e-01
8.229938271604939626e-01,8.229938271604938516e-01,4.702784247803931672e-01
8.445216049382715529e-01,8.445216049382715529e-01,5.923114822807611368e-01
8.425720164609054041e-01,8.425720164609054041e-01,6.671993362495151070e-01
8.054938271604937805e-01,8.054938271604938915e-01,6.972875431370608723e-01
8.156995884773662331e-01,8.156995884773663441e-01,7.601178300483640848e-01
6.703909465020576608e-01,6.703909465020576608e-01,6.687235184945514721e-01
8.369907407407406463e-01,8.369907407407407574e-01,7.173277897520830004e-01
8.184876543209876898e-01,8.184876543209876898e-01,7.073963791955777403e-01
8.249845679012346444e-01,8.249845679012346444e-01,7.124988924747424068e-01
8.680761316872427358e-01,8.680761316872427358e-01,7.348591991018309511e-01
8.434053497942387567e-01,8.434053497942386457e-01,7.219581916943150768e-01
8.129783950617284205e-01,8.129783950617284205e-01,7.075300299046058949e-01
8.397067901234566145e-01,8.397067901234567255e-01,7.328463791345711797e-01
8.451337448559671506e-01,8.451337448559670396e-01,7.318355679788143275e-01
8.371553497942386679e-01,8.371553497942386679e-01,7.182273684953111026e-01
